ensgene	entrez	symbol	chr	start	end	strand	biotype	description
ENSG00000156253	10069	RWDD2B	21	30376705	30391699	-1	protein_coding	RWD domain containing 2B [Source:HGNC Symbol;Acc:1302]
ENSG00000156256	10600	USP16	21	30396950	30426809	1	protein_coding	ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:12614]
ENSG00000156261	10694	CCT8	21	30428126	30446118	-1	protein_coding	chaperonin containing TCP1, subunit 8 (theta) [Source:HGNC Symbol;Acc:1623]
ENSG00000156265	56911	MAP3K7CL	21	30449792	30548210	1	protein_coding	MAP3K7 C-terminal like [Source:HGNC Symbol;Acc:16457]
ENSG00000156269	84779	NAA11	4	80146848	80247204	-1	protein_coding	N(alpha)-acetyltransferase 11, NatA catalytic subunit [Source:HGNC Symbol;Acc:28125]
ENSG00000156273	100379661	BACH1	21	30566392	31003071	1	protein_coding	BTB and CNC homology 1, basic leucine zipper transcription factor 1 [Source:HGNC Symbol;Acc:935]
ENSG00000156273	571	BACH1	21	30566392	31003071	1	protein_coding	BTB and CNC homology 1, basic leucine zipper transcription factor 1 [Source:HGNC Symbol;Acc:935]
ENSG00000156282	26285	CLDN17	21	31538241	31538971	-1	protein_coding	claudin 17 [Source:HGNC Symbol;Acc:2038]
ENSG00000156284	9073	CLDN8	21	31586324	31588391	-1	protein_coding	claudin 8 [Source:HGNC Symbol;Acc:2050]
ENSG00000156298	7102	TSPAN7	X	38420623	38548169	1	protein_coding	tetraspanin 7 [Source:HGNC Symbol;Acc:11854]
ENSG00000156299	7074	TIAM1	21	32490734	32932290	-1	protein_coding	T-cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:11805]
ENSG00000156304	57466	SCAF4	21	33043346	33104388	-1	protein_coding	SR-related CTD-associated factor 4 [Source:HGNC Symbol;Acc:19304]
ENSG00000156313	6103	RPGR	X	38128416	38186817	-1	protein_coding	retinitis pigmentosa GTPase regulator [Source:HGNC Symbol;Acc:10295]
ENSG00000156345	23552	CDK20	9	90581356	90589668	-1	protein_coding	cyclin-dependent kinase 20 [Source:HGNC Symbol;Acc:21420]
ENSG00000156374	84108	PCGF6	10	105062553	105110891	-1	protein_coding	polycomb group ring finger 6 [Source:HGNC Symbol;Acc:21156]
ENSG00000156381	122416	ANKRD9	14	102973179	102976136	-1	protein_coding	ankyrin repeat domain 9 [Source:HGNC Symbol;Acc:20096]
ENSG00000156384	119392	SFR1	10	105881816	105886143	1	protein_coding	SWI5-dependent recombination repair 1 [Source:HGNC Symbol;Acc:29574]
ENSG00000156395	22986	SORCS3	10	106400859	107024993	1	protein_coding	sortilin-related VPS10 domain containing receptor 3 [Source:HGNC Symbol;Acc:16699]
ENSG00000156398	118980	SFXN2	10	104474295	104503249	1	protein_coding	sideroflexin 2 [Source:HGNC Symbol;Acc:16086]
ENSG00000156411	9556	C14orf2	14	104378625	104394606	-1	protein_coding	chromosome 14 open reading frame 2 [Source:HGNC Symbol;Acc:1188]
ENSG00000156413	2528	FUT6	19	5830621	5839742	-1	protein_coding	fucosyltransferase 6 (alpha (1,3) fucosyltransferase) [Source:HGNC Symbol;Acc:4017]
ENSG00000156414	122402	TDRD9	14	104394799	104519004	1	protein_coding	tudor domain containing 9 [Source:HGNC Symbol;Acc:20122]
ENSG00000156427	8817	FGF18	5	170846660	170884627	1	protein_coding	fibroblast growth factor 18 [Source:HGNC Symbol;Acc:3674]
ENSG00000156453	5097	PCDH1	5	141232938	141258811	-1	protein_coding	protocadherin 1 [Source:HGNC Symbol;Acc:8655]
ENSG00000156463	153769	SH3RF2	5	145316142	145461354	1	protein_coding	SH3 domain containing ring finger 2 [Source:HGNC Symbol;Acc:26299]
ENSG00000156466	392255	GDF6	8	97154562	97173020	-1	protein_coding	growth differentiation factor 6 [Source:HGNC Symbol;Acc:4221]
ENSG00000156467	7381	UQCRB	8	97238148	97247862	-1	protein_coding	ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:12582]
ENSG00000156469	51001	MTERFD1	8	97251626	97273838	-1	protein_coding	MTERF domain containing 1 [Source:HGNC Symbol;Acc:24258]
ENSG00000156471	9791	PTDSS1	8	97273943	97349223	1	protein_coding	phosphatidylserine synthase 1 [Source:HGNC Symbol;Acc:9587]
ENSG00000156475	5521	PPP2R2B	5	145967936	146464347	-1	protein_coding	protein phosphatase 2, regulatory subunit B, beta [Source:HGNC Symbol;Acc:9305]
ENSG00000156482	6156	RPL30	8	99037079	99058697	-1	protein_coding	ribosomal protein L30 [Source:HGNC Symbol;Acc:10333]
ENSG00000156486	3788	KCNS2	8	99439250	99445076	1	protein_coding	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2 [Source:HGNC Symbol;Acc:6301]
ENSG00000156500	159091	FAM122C	X	133930819	133988640	1	protein_coding	family with sequence similarity 122C [Source:HGNC Symbol;Acc:25202]
ENSG00000156502	6832	SUPV3L1	10	70939988	70968855	1	protein_coding	suppressor of var1, 3-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:11471]
ENSG00000156504	159090	FAM122B	X	133903596	133931262	-1	protein_coding	family with sequence similarity 122B [Source:HGNC Symbol;Acc:30490]
ENSG00000156508	1915	EEF1A1	6	74225473	74233520	-1	protein_coding	eukaryotic translation elongation factor 1 alpha 1 [Source:HGNC Symbol;Acc:3189]
ENSG00000156509	286151	FBXO43	8	101145588	101158028	-1	protein_coding	F-box protein 43 [Source:HGNC Symbol;Acc:28521]
ENSG00000156510	80201	HKDC1	10	70980059	71027315	1	protein_coding	hexokinase domain containing 1 [Source:HGNC Symbol;Acc:23302]
ENSG00000156515	3098	HK1	10	71029740	71161638	1	protein_coding	hexokinase 1 [Source:HGNC Symbol;Acc:4922]
ENSG00000156521	219743	TYSND1	10	71897737	71906432	-1	protein_coding	trypsin domain containing 1 [Source:HGNC Symbol;Acc:28531]
ENSG00000156531	84295	PHF6	X	133507283	133562820	1	protein_coding	PHD finger protein 6 [Source:HGNC Symbol;Acc:18145]
ENSG00000156535	135228	CD109	6	74405508	74538040	1	protein_coding	CD109 molecule [Source:HGNC Symbol;Acc:21685]
ENSG00000156564	57497	LRFN2	6	40359325	40555204	-1	protein_coding	leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:21226]
ENSG00000156574	4838	NODAL	10	72192071	72207707	-1	protein_coding	nodal growth differentiation factor [Source:HGNC Symbol;Acc:7865]
ENSG00000156575	10394	PRG3	11	57144242	57148623	-1	protein_coding	proteoglycan 3 [Source:HGNC Symbol;Acc:9363]
ENSG00000156587	9246	UBE2L6	11	57319129	57335757	-1	protein_coding	ubiquitin-conjugating enzyme E2L 6 [Source:HGNC Symbol;Acc:12490]
ENSG00000156599	25921	ZDHHC5	11	57435219	57468659	1	protein_coding	zinc finger, DHHC-type containing 5 [Source:HGNC Symbol;Acc:18472]
ENSG00000156603	219541	MED19	11	57471186	57479693	-1	protein_coding	mediator complex subunit 19 [Source:HGNC Symbol;Acc:29600]
ENSG00000156639	60685	ZFAND3	6	37787275	38122400	1	protein_coding	zinc finger, AN1-type domain 3 [Source:HGNC Symbol;Acc:18019]
ENSG00000156642	27020	NPTN	15	73852355	73926475	-1	protein_coding	neuroplastin [Source:HGNC Symbol;Acc:17867]
ENSG00000156650	23522	KAT6B	10	76585340	76792380	1	protein_coding	K(lysine) acetyltransferase 6B [Source:HGNC Symbol;Acc:17582]
ENSG00000156671	142891	SAMD8	10	76859344	76941881	1	protein_coding	sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:26320]
ENSG00000156675	80223	RAB11FIP1	8	37716136	37756985	-1	protein_coding	RAB11 family interacting protein 1 (class I) [Source:HGNC Symbol;Acc:30265]
ENSG00000156687	137970	UNC5D	8	35092975	35654068	1	protein_coding	unc-5 homolog D (C. elegans) [Source:HGNC Symbol;Acc:18634]
ENSG00000156689	219970	GLYATL2	11	58601542	58671688	-1	protein_coding	glycine-N-acyltransferase-like 2 [Source:HGNC Symbol;Acc:24178]
ENSG00000156697	10813	UTP14A	X	129040097	129063737	1	protein_coding	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast) [Source:HGNC Symbol;Acc:10665]
ENSG00000156709	9131	AIFM1	X	129263337	129299861	-1	protein_coding	apoptosis-inducing factor, mitochondrion-associated, 1 [Source:HGNC Symbol;Acc:8768]
ENSG00000156711	5603	MAPK13	6	36095586	36107842	1	protein_coding	mitogen-activated protein kinase 13 [Source:HGNC Symbol;Acc:6875]
ENSG00000156735	9530	BAG4	8	38034051	38070819	1	protein_coding	BCL2-associated athanogene 4 [Source:HGNC Symbol;Acc:940]
ENSG00000156738	931	MS4A1	11	60223225	60238233	1	protein_coding	membrane-spanning 4-domains, subfamily A, member 1 [Source:HGNC Symbol;Acc:7315]
ENSG00000156787	93594	TBC1D31	8	124054208	124164393	1	protein_coding	TBC1 domain family, member 31 [Source:HGNC Symbol;Acc:30888]
ENSG00000156795	55093	WDYHV1	8	124428965	124479470	1	protein_coding	WDYHV motif containing 1 [Source:HGNC Symbol;Acc:25490]
ENSG00000156802	29028	ATAD2	8	124332090	124428590	-1	protein_coding	ATPase family, AAA domain containing 2 [Source:HGNC Symbol;Acc:30123]
ENSG00000156804	114907	FBXO32	8	124510129	124553446	-1	protein_coding	F-box protein 32 [Source:HGNC Symbol;Acc:16731]
ENSG00000156831	286053	NSMCE2	8	126103921	126379362	1	protein_coding	non-SMC element 2, MMS21 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26513]
ENSG00000156853	115509	ZNF689	16	30613879	30635333	-1	protein_coding	zinc finger protein 689 [Source:HGNC Symbol;Acc:25173]
ENSG00000156858	78994	PRR14	16	30662038	30667761	1	protein_coding	proline rich 14 [Source:HGNC Symbol;Acc:28458]
ENSG00000156860	64319	FBRS	16	30669752	30682135	1	protein_coding	fibrosin [Source:HGNC Symbol;Acc:20442]
ENSG00000156869	391059	FRRS1	1	100174259	100232187	-1	protein_coding	ferric-chelate reductase 1 [Source:HGNC Symbol;Acc:27622]
ENSG00000156873	5261	PHKG2	16	30759591	30772490	1	protein_coding	phosphorylase kinase, gamma 2 (testis) [Source:HGNC Symbol;Acc:8931]
ENSG00000156875	64645	HIAT1	1	100503653	100548933	1	protein_coding	hippocampus abundant transcript 1 [Source:HGNC Symbol;Acc:23363]
ENSG00000156876	163786	SASS6	1	100549119	100598511	-1	protein_coding	spindle assembly 6 homolog (C. elegans) [Source:HGNC Symbol;Acc:25403]
ENSG00000156885	1339	COX6A2	16	31439052	31439967	-1	protein_coding	cytochrome c oxidase subunit VIa polypeptide 2 [Source:HGNC Symbol;Acc:2279]
ENSG00000156886	3681	ITGAD	16	31404633	31437826	1	protein_coding	integrin, alpha D [Source:HGNC Symbol;Acc:6146]
ENSG00000156920	139378	GPR112	X	135383122	135519215	1	protein_coding	G protein-coupled receptor 112 [Source:HGNC Symbol;Acc:18992]
ENSG00000156925	7547	ZIC3	X	136648301	136659850	1	protein_coding	Zic family member 3 [Source:HGNC Symbol;Acc:12874]
ENSG00000156928	115416	MALSU1	7	23338358	23351348	1	protein_coding	mitochondrial assembly of ribosomal large subunit 1 [Source:HGNC Symbol;Acc:21721]
ENSG00000156931	23355	VPS8	3	184529931	184770402	1	protein_coding	vacuolar protein sorting 8 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29122]
ENSG00000156958	2585	GALK2	15	49447853	49660066	1	protein_coding	galactokinase 2 [Source:HGNC Symbol;Acc:4119]
ENSG00000156959	375323	LHFPL4	3	9543481	9595486	-1	protein_coding	lipoma HMGIC fusion partner-like 4 [Source:HGNC Symbol;Acc:29568]
ENSG00000156966	93010	B3GNT7	2	232260254	232265875	1	protein_coding	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 [Source:HGNC Symbol;Acc:18811]
ENSG00000156968	255027	MPV17L	16	15489611	15507125	1	protein_coding	MPV17 mitochondrial membrane protein-like [Source:HGNC Symbol;Acc:26827]
ENSG00000156970	701	BUB1B	15	40453224	40513337	1	protein_coding	BUB1 mitotic checkpoint serine/threonine kinase B [Source:HGNC Symbol;Acc:1149]
ENSG00000156973	5147	PDE6D	2	232597135	232650982	-1	protein_coding	phosphodiesterase 6D, cGMP-specific, rod, delta [Source:HGNC Symbol;Acc:8788]
ENSG00000156976	100302143	EIF4A2	3	186500994	186507689	1	protein_coding	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:3284]
ENSG00000156976	677847	EIF4A2	3	186500994	186507689	1	protein_coding	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:3284]
ENSG00000156976	619568	EIF4A2	3	186500994	186507689	1	protein_coding	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:3284]
ENSG00000156976	619567	EIF4A2	3	186500994	186507689	1	protein_coding	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:3284]
ENSG00000156976	6043	EIF4A2	3	186500994	186507689	1	protein_coding	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:3284]
ENSG00000156976	1974	EIF4A2	3	186500994	186507689	1	protein_coding	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:3284]
ENSG00000156983	7862	BRPF1	3	9773413	9789702	1	protein_coding	bromodomain and PHD finger containing, 1 [Source:HGNC Symbol;Acc:14255]
ENSG00000156990	285367	RPUSD3	3	9879533	9886286	-1	protein_coding	RNA pseudouridylate synthase domain containing 3 [Source:HGNC Symbol;Acc:28437]
ENSG00000157005	6750	SST	3	187386694	187388187	-1	protein_coding	somatostatin [Source:HGNC Symbol;Acc:11329]
ENSG00000157014	9797	TATDN2	3	10289707	10322902	1	protein_coding	TatD DNase domain containing 2 [Source:HGNC Symbol;Acc:28988]
ENSG00000157017	51738	GHRL	3	10327359	10334631	-1	protein_coding	ghrelin/obestatin prepropeptide [Source:HGNC Symbol;Acc:18129]
ENSG00000157020	6396	SEC13	3	10334815	10362862	-1	protein_coding	SEC13 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:10697]
ENSG00000157036	9941	EXOG	3	38537618	38583652	1	protein_coding	endo/exonuclease (5'-3'), endonuclease G-like [Source:HGNC Symbol;Acc:3347]
ENSG00000157045	123803	NTAN1	16	15131710	15149921	-1	protein_coding	N-terminal asparagine amidase [Source:HGNC Symbol;Acc:29909]
ENSG00000157060	81626	SHCBP1L	1	182869000	182922660	-1	protein_coding	SHC SH2-domain binding protein 1-like [Source:HGNC Symbol;Acc:16788]
ENSG00000157064	23057	NMNAT2	1	183217372	183387737	-1	protein_coding	nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:16789]
ENSG00000157077	9372	ZFYVE9	1	52608046	52812358	1	protein_coding	zinc finger, FYVE domain containing 9 [Source:HGNC Symbol;Acc:6775]
ENSG00000157087	491	ATP2B2	3	10365707	10749716	-1	protein_coding	ATPase, Ca++ transporting, plasma membrane 2 [Source:HGNC Symbol;Acc:815]
ENSG00000157093	131375	LYZL4	3	42438570	42452092	-1	protein_coding	lysozyme-like 4 [Source:HGNC Symbol;Acc:28387]
ENSG00000157103	6529	SLC6A1	3	11034410	11080933	1	protein_coding	solute carrier family 6 (neurotransmitter transporter), member 1 [Source:HGNC Symbol;Acc:11042]
ENSG00000157106	101060589	SMG1	16	18816175	18937776	-1	protein_coding	SMG1 phosphatidylinositol 3-kinase-related kinase [Source:HGNC Symbol;Acc:30045]
ENSG00000157106	101060386	SMG1	16	18816175	18937776	-1	protein_coding	SMG1 phosphatidylinositol 3-kinase-related kinase [Source:HGNC Symbol;Acc:30045]
ENSG00000157106	552900	SMG1	16	18816175	18937776	-1	protein_coding	SMG1 phosphatidylinositol 3-kinase-related kinase [Source:HGNC Symbol;Acc:30045]
ENSG00000157106	23049	SMG1	16	18816175	18937776	-1	protein_coding	SMG1 phosphatidylinositol 3-kinase-related kinase [Source:HGNC Symbol;Acc:30045]
ENSG00000157107	115548	FCHO2	5	72251808	72386349	1	protein_coding	FCH domain only 2 [Source:HGNC Symbol;Acc:25180]
ENSG00000157110	11030	RBPMS	8	30241944	30429778	1	protein_coding	RNA binding protein with multiple splicing [Source:HGNC Symbol;Acc:19097]
ENSG00000157111	134285	TMEM171	5	72416119	72427644	1	protein_coding	transmembrane protein 171 [Source:HGNC Symbol;Acc:27031]
ENSG00000157119	131377	KLHL40	3	42727011	42734036	1	protein_coding	kelch-like family member 40 [Source:HGNC Symbol;Acc:30372]
ENSG00000157131	731	C8A	1	57320479	57383894	1	protein_coding	complement component 8, alpha polypeptide [Source:HGNC Symbol;Acc:1352]
ENSG00000157150	7079	TIMP4	3	12194551	12200851	-1	protein_coding	TIMP metallopeptidase inhibitor 4 [Source:HGNC Symbol;Acc:11823]
ENSG00000157168	3084	NRG1	8	31496902	32622548	1	protein_coding	neuregulin 1 [Source:HGNC Symbol;Acc:7997]
ENSG00000157181	54953	C1orf27	1	186344890	186390510	1	protein_coding	chromosome 1 open reading frame 27 [Source:HGNC Symbol;Acc:24299]
ENSG00000157184	1376	CPT2	1	53662101	53679869	1	protein_coding	carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:2330]
ENSG00000157191	55707	NECAP2	1	16767167	16786573	1	protein_coding	NECAP endocytosis associated 2 [Source:HGNC Symbol;Acc:25528]
ENSG00000157193	7804	LRP8	1	53711217	53793742	-1	protein_coding	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor [Source:HGNC Symbol;Acc:6700]
ENSG00000157211	200008	CDCP2	1	54598747	54619443	-1	protein_coding	CUB domain containing protein 2 [Source:HGNC Symbol;Acc:27297]
ENSG00000157212	22976	PAXIP1	7	154735397	154794794	-1	protein_coding	PAX interacting (with transcription-activation domain) protein 1 [Source:HGNC Symbol;Acc:8624]
ENSG00000157214	261729	STEAP2	7	89796904	89867451	1	protein_coding	STEAP family member 2, metalloreductase [Source:HGNC Symbol;Acc:17885]
ENSG00000157216	23648	SSBP3	1	54691105	54879152	-1	protein_coding	single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:15674]
ENSG00000157219	3361	HTR5A	7	154862034	154877459	1	protein_coding	5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled [Source:HGNC Symbol;Acc:5300]
ENSG00000157224	9069	CLDN12	7	90013035	90142716	1	protein_coding	claudin 12 [Source:HGNC Symbol;Acc:2034]
ENSG00000157227	4323	MMP14	14	23305766	23318236	1	protein_coding	matrix metallopeptidase 14 (membrane-inserted) [Source:HGNC Symbol;Acc:7160]
ENSG00000157240	8321	FZD1	7	90893783	90898123	1	protein_coding	frizzled family receptor 1 [Source:HGNC Symbol;Acc:4038]
ENSG00000157259	57798	GATAD1	7	92076767	92088150	1	protein_coding	GATA zinc finger domain containing 1 [Source:HGNC Symbol;Acc:29941]
ENSG00000157303	203328	SUSD3	9	95820989	95847420	1	protein_coding	sushi domain containing 3 [Source:HGNC Symbol;Acc:28391]
ENSG00000157315	146456	TMED6	16	69377151	69385712	-1	protein_coding	transmembrane emp24 protein transport domain containing 6 [Source:HGNC Symbol;Acc:28331]
ENSG00000157322	348174	CLEC18A	16	69984810	69998141	1	protein_coding	C-type lectin domain family 18, member A [Source:HGNC Symbol;Acc:30388]
ENSG00000157322	283971	CLEC18A	16	69984810	69998141	1	protein_coding	C-type lectin domain family 18, member A [Source:HGNC Symbol;Acc:30388]
ENSG00000157326	10901	DHRS4	14	24422795	24438488	1	protein_coding	dehydrogenase/reductase (SDR family) member 4 [Source:HGNC Symbol;Acc:16985]
ENSG00000157330	93190	C1orf158	1	12806163	12823847	1	protein_coding	chromosome 1 open reading frame 158 [Source:HGNC Symbol;Acc:28567]
ENSG00000157335	497190	CLEC18C	16	70207225	70221264	1	protein_coding	C-type lectin domain family 18, member C [Source:HGNC Symbol;Acc:28538]
ENSG00000157335	283971	CLEC18C	16	70207225	70221264	1	protein_coding	C-type lectin domain family 18, member C [Source:HGNC Symbol;Acc:28538]
ENSG00000157343	221481	ARMC12	6	35704809	35716856	1	protein_coding	armadillo repeat containing 12 [Source:HGNC Symbol;Acc:21099]
ENSG00000157349	11269	DDX19B	16	70323566	70369186	1	protein_coding	DEAD (Asp-Glu-Ala-Asp) box polypeptide 19B [Source:HGNC Symbol;Acc:2742]
ENSG00000157350	6483	ST3GAL2	16	70413338	70473140	-1	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:10863]
ENSG00000157353	197258	FUK	16	70488324	70514177	1	protein_coding	fucokinase [Source:HGNC Symbol;Acc:29500]
ENSG00000157358	101929983	PRAMEF15	1	13641973	13648988	1	protein_coding	PRAME family member 15 [Source:HGNC Symbol;Acc:26764]
ENSG00000157358	653619	PRAMEF15	1	13641973	13648988	1	protein_coding	PRAME family member 15 [Source:HGNC Symbol;Acc:26764]
ENSG00000157358	645359	PRAMEF15	1	13641973	13648988	1	protein_coding	PRAME family member 15 [Source:HGNC Symbol;Acc:26764]
ENSG00000157358	441873	PRAMEF15	1	13641973	13648988	1	protein_coding	PRAME family member 15 [Source:HGNC Symbol;Acc:26764]
ENSG00000157358	343070	PRAMEF15	1	13641973	13648988	1	protein_coding	PRAME family member 15 [Source:HGNC Symbol;Acc:26764]
ENSG00000157368	146433	IL34	16	70613798	70694585	1	protein_coding	interleukin 34 [Source:HGNC Symbol;Acc:28529]
ENSG00000157379	115817	DHRS1	14	24759804	24769039	-1	protein_coding	dehydrogenase/reductase (SDR family) member 1 [Source:HGNC Symbol;Acc:16445]
ENSG00000157388	776	CACNA1D	3	53528683	53847760	1	protein_coding	calcium channel, voltage-dependent, L type, alpha 1D subunit [Source:HGNC Symbol;Acc:1391]
ENSG00000157399	415	ARSE	X	2852699	2886286	-1	protein_coding	arylsulfatase E (chondrodysplasia punctata 1) [Source:HGNC Symbol;Acc:719]
ENSG00000157404	3815	KIT	4	55524085	55606881	1	protein_coding	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:6342]
ENSG00000157423	101930373	HYDIN	16	70841281	71264625	-1	protein_coding	HYDIN, axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:19368]
ENSG00000157423	100288805	HYDIN	16	70841281	71264625	-1	protein_coding	HYDIN, axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:19368]
ENSG00000157423	54768	HYDIN	16	70841281	71264625	-1	protein_coding	HYDIN, axonemal central pair apparatus protein [Source:HGNC Symbol;Acc:19368]
ENSG00000157426	132949	AASDH	4	57204456	57253666	-1	protein_coding	aminoadipate-semialdehyde dehydrogenase [Source:HGNC Symbol;Acc:23993]
ENSG00000157429	7567	ZNF19	16	71498453	71598992	-1	protein_coding	zinc finger protein 19 [Source:HGNC Symbol;Acc:12981]
ENSG00000157445	55799	CACNA2D3	3	54156574	55108584	1	protein_coding	calcium channel, voltage-dependent, alpha 2/delta subunit 3 [Source:HGNC Symbol;Acc:15460]
ENSG00000157450	54778	RNF111	15	59157374	59389618	1	protein_coding	ring finger protein 111 [Source:HGNC Symbol;Acc:17384]
ENSG00000157456	9133	CCNB2	15	59397277	59417244	1	protein_coding	cyclin B2 [Source:HGNC Symbol;Acc:1580]
ENSG00000157470	145773	FAM81A	15	59664892	59815748	1	protein_coding	family with sequence similarity 81, member A [Source:HGNC Symbol;Acc:28379]
ENSG00000157483	4643	MYO1E	15	59427113	59665099	-1	protein_coding	myosin IE [Source:HGNC Symbol;Acc:7599]
ENSG00000157500	26060	APPL1	3	57261765	57307496	1	protein_coding	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1 [Source:HGNC Symbol;Acc:24035]
ENSG00000157502	139221	MUM1L1	X	105412298	105452949	1	protein_coding	melanoma associated antigen (mutated) 1-like 1 [Source:HGNC Symbol;Acc:26583]
ENSG00000157510	134265	AFAP1L1	5	148651434	148721365	1	protein_coding	actin filament associated protein 1-like 1 [Source:HGNC Symbol;Acc:26714]
ENSG00000157514	1831	TSC22D3	X	106956451	107020572	-1	protein_coding	TSC22 domain family, member 3 [Source:HGNC Symbol;Acc:3051]
ENSG00000157538	10311	DSCR3	21	38595721	38640262	-1	protein_coding	Down syndrome critical region gene 3 [Source:HGNC Symbol;Acc:3044]
ENSG00000157540	1859	DYRK1A	21	38738092	38889753	1	protein_coding	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:3091]
ENSG00000157542	3763	KCNJ6	21	38979678	39288749	-1	protein_coding	potassium inwardly-rectifying channel, subfamily J, member 6 [Source:HGNC Symbol;Acc:6267]
ENSG00000157551	3772	KCNJ15	21	39529128	39679279	1	protein_coding	potassium inwardly-rectifying channel, subfamily J, member 15 [Source:HGNC Symbol;Acc:6261]
ENSG00000157554	2078	ERG	21	39751949	40033704	-1	protein_coding	v-ets avian erythroblastosis virus E26 oncogene homolog [Source:HGNC Symbol;Acc:3446]
ENSG00000157557	2114	ETS2	21	40177231	40196879	1	protein_coding	v-ets avian erythroblastosis virus E26 oncogene homolog 2 [Source:HGNC Symbol;Acc:3489]
ENSG00000157570	90139	TSPAN18	11	44748015	44953972	1	protein_coding	tetraspanin 18 [Source:HGNC Symbol;Acc:20660]
ENSG00000157578	150082	LCA5L	21	40777770	40817731	-1	protein_coding	Leber congenital amaurosis 5-like [Source:HGNC Symbol;Acc:1255]
ENSG00000157593	100616124	SLC35B2	6	44221833	44225291	-1	protein_coding	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2 [Source:HGNC Symbol;Acc:16872]
ENSG00000157593	347734	SLC35B2	6	44221833	44225291	-1	protein_coding	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2 [Source:HGNC Symbol;Acc:16872]
ENSG00000157600	101928589	TMEM164	X	109245859	109425962	1	protein_coding	transmembrane protein 164 [Source:HGNC Symbol;Acc:26217]
ENSG00000157600	84187	TMEM164	X	109245859	109425962	1	protein_coding	transmembrane protein 164 [Source:HGNC Symbol;Acc:26217]
ENSG00000157601	4599	MX1	21	42792231	42831141	1	protein_coding	myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) [Source:HGNC Symbol;Acc:7532]
ENSG00000157613	90993	CREB3L1	11	46299212	46342972	1	protein_coding	cAMP responsive element binding protein 3-like 1 [Source:HGNC Symbol;Acc:18856]
ENSG00000157617	25966	C2CD2	21	43305221	43373999	-1	protein_coding	C2 calcium-dependent domain containing 2 [Source:HGNC Symbol;Acc:1266]
ENSG00000157625	257397	TAB3	X	30845559	30993201	-1	protein_coding	TGF-beta activated kinase 1/MAP3K7 binding protein 3 [Source:HGNC Symbol;Acc:30681]
ENSG00000157637	124565	SLC38A10	17	79218800	79269347	-1	protein_coding	solute carrier family 38, member 10 [Source:HGNC Symbol;Acc:28237]
ENSG00000157653	257169	C9orf43	9	116172334	116191964	1	protein_coding	chromosome 9 open reading frame 43 [Source:HGNC Symbol;Acc:23570]
ENSG00000157654	445815	PALM2-AKAP2	9	112542589	112934792	1	protein_coding	PALM2-AKAP2 readthrough [Source:HGNC Symbol;Acc:33529]
ENSG00000157654	11217	PALM2-AKAP2	9	112542589	112934792	1	protein_coding	PALM2-AKAP2 readthrough [Source:HGNC Symbol;Acc:33529]
ENSG00000157657	114991	ZNF618	9	116638562	116818871	1	protein_coding	zinc finger protein 618 [Source:HGNC Symbol;Acc:29416]
ENSG00000157680	9162	DGKI	7	137065783	137531838	-1	protein_coding	diacylglycerol kinase, iota [Source:HGNC Symbol;Acc:2855]
ENSG00000157693	203197	C9orf91	9	117373486	117408702	1	protein_coding	chromosome 9 open reading frame 91 [Source:HGNC Symbol;Acc:24513]
ENSG00000157703	136306	SVOPL	7	138279030	138386097	-1	protein_coding	SVOP-like [Source:HGNC Symbol;Acc:27034]
